@relation	AllLipidGatewayCompounds

@attribute	ID	string
@attribute	Mass	numeric
@attribute	NumofC	numeric
@attribute	NumofH	numeric
@attribute	NumofO	numeric
@attribute	NumofN	numeric
@attribute	NumofP	numeric
@attribute	NumofS	numeric
@attribute	H:C	numeric
@attribute	H:O	numeric
@attribute	C:O	numeric
@attribute	C:N	numeric
@attribute	C:S	numeric
@attribute	C:P	numeric
@attribute	Afterdecmass	numeric
@attribute	AMD	numeric
@attribute	RMD	numeric
@attribute	class	{Fatty_Acyls,Glycerolipids,Glycerophospholipids,Polyketides,Prenol_Lipids,Saccharolipids,Sphingolipids,Sterol_Lipids}

@data
LMGL03011248,928.751992,61,100,6,0,0,0,1.639344262,16.66666667,10.16666667,0,0,0,0.752,0.248,267,Glycerolipids
LMGL03015541,866.736342,56,98,6,0,0,0,1.75,16.33333333,9.333333333,0,0,0,0.7363,0.2637,304,Glycerolipids
LMGL03013686,778.705042,49,94,6,0,0,0,1.918367347,15.66666667,8.166666667,0,0,0,0.705,0.295,379,Glycerolipids
LMGL03014175,786.673742,50,90,6,0,0,0,1.8,15,8.333333333,0,0,0,0.6737,0.3263,415,Glycerolipids
LMGL03010065,826.705042,53,94,6,0,0,0,1.773584906,15.66666667,8.833333333,0,0,0,0.705,0.295,357,Glycerolipids
LMGL03011963,990.861542,65,114,6,0,0,0,1.753846154,19,10.83333333,0,0,0,0.8615,0.1385,140,Glycerolipids
LMGL03013518,844.658092,55,88,6,0,0,0,1.6,14.66666667,9.166666667,0,0,0,0.6581,0.3419,405,Glycerolipids
LMGL03015201,888.720692,58,96,6,0,0,0,1.655172414,16,9.666666667,0,0,0,0.7207,0.2793,314,Glycerolipids
LMGL03016234,934.798942,61,106,6,0,0,0,1.737704918,17.66666667,10.16666667,0,0,0,0.7989,0.2011,215,Glycerolipids
LMGL03012748,924.814592,60,108,6,0,0,0,1.8,18,10,0,0,0,0.8146,0.1854,200,Glycerolipids
LMGL03014325,830.736342,53,98,6,0,0,0,1.849056604,16.33333333,8.833333333,0,0,0,0.7363,0.2637,317,Glycerolipids
LMGL03010957,942.861542,61,114,6,0,0,0,1.868852459,19,10.16666667,0,0,0,0.8615,0.1385,147,Glycerolipids
LMGL03013543,816.626791,53,84,6,0,0,0,1.58490566,14,8.833333333,0,0,0,0.6268,0.3732,457,Glycerolipids
LMGL03011922,990.861542,65,114,6,0,0,0,1.753846154,19,10.83333333,0,0,0,0.8615,0.1385,140,Glycerolipids
LMGL03014217,840.720692,54,96,6,0,0,0,1.777777778,16,9,0,0,0,0.7207,0.2793,332,Glycerolipids
LMGL03010057,842.736342,54,98,6,0,0,0,1.814814815,16.33333333,9,0,0,0,0.7363,0.2637,313,Glycerolipids
LMGL03012219,1006.892842,66,118,6,0,0,0,1.787878788,19.66666667,11,0,0,0,0.8928,0.1072,106,Glycerolipids
LMGL03013425,802.705042,51,94,6,0,0,0,1.843137255,15.66666667,8.5,0,0,0,0.705,0.295,368,Glycerolipids
LMGL03015122,878.736342,57,98,6,0,0,0,1.719298246,16.33333333,9.5,0,0,0,0.7363,0.2637,300,Glycerolipids
LMGL03012009,992.877192,65,116,6,0,0,0,1.784615385,19.33333333,10.83333333,0,0,0,0.8772,0.1228,124,Glycerolipids
LMGL03013271,748.658092,47,88,6,0,0,0,1.872340426,14.66666667,7.833333333,0,0,0,0.6581,0.3419,457,Glycerolipids
LMGL03014522,908.783292,59,104,6,0,0,0,1.762711864,17.33333333,9.833333333,0,0,0,0.7833,0.2167,238,Glycerolipids
LMGL03011516,966.861542,63,114,6,0,0,0,1.80952381,19,10.5,0,0,0,0.8615,0.1385,143,Glycerolipids
LMGL03013615,876.720692,57,96,6,0,0,0,1.684210526,16,9.5,0,0,0,0.7207,0.2793,319,Glycerolipids
LMGL03012612,884.783292,57,104,6,0,0,0,1.824561404,17.33333333,9.5,0,0,0,0.7833,0.2167,245,Glycerolipids
LMGL03016672,974.736342,65,98,6,0,0,0,1.507692308,16.33333333,10.83333333,0,0,0,0.7363,0.2637,271,Glycerolipids
LMGL02010410,560.444076,35,60,5,0,0,0,1.714285714,12,7,0,0,0,0.4441,0.4441,792,Glycerolipids
LMGL03010150,856.751992,55,100,6,0,0,0,1.818181818,16.66666667,9.166666667,0,0,0,0.752,0.248,289,Glycerolipids
LMGL03015638,920.783292,60,104,6,0,0,0,1.733333333,17.33333333,10,0,0,0,0.7833,0.2167,235,Glycerolipids
LMGL03016115,910.798942,59,106,6,0,0,0,1.796610169,17.66666667,9.833333333,0,0,0,0.7989,0.2011,221,Glycerolipids
LMGL03013851,826.705042,53,94,6,0,0,0,1.773584906,15.66666667,8.833333333,0,0,0,0.705,0.295,357,Glycerolipids
LMGL03012719,798.673742,51,90,6,0,0,0,1.764705882,15,8.5,0,0,0,0.6737,0.3263,409,Glycerolipids
LMGL03015152,874.798942,56,106,6,0,0,0,1.892857143,17.66666667,9.333333333,0,0,0,0.7989,0.2011,230,Glycerolipids
LMGL03010104,858.767642,55,102,6,0,0,0,1.854545455,17,9.166666667,0,0,0,0.7676,0.2324,271,Glycerolipids
LMGL03012733,812.689392,52,92,6,0,0,0,1.769230769,15.33333333,8.666666667,0,0,0,0.6894,0.3106,382,Glycerolipids
LMGL03010947,898.705042,59,94,6,0,0,0,1.593220339,15.66666667,9.833333333,0,0,0,0.705,0.295,328,Glycerolipids
LMGL03013622,880.751992,57,100,6,0,0,0,1.754385965,16.66666667,9.5,0,0,0,0.752,0.248,282,Glycerolipids
LMGL03011268,932.783292,61,104,6,0,0,0,1.704918033,17.33333333,10.16666667,0,0,0,0.7833,0.2167,232,Glycerolipids
LMGL03012105,1010.924142,66,122,6,0,0,0,1.848484848,20.33333333,11,0,0,0,0.9241,0.0759,75,Glycerolipids
LMGL03012389,1014.861542,67,114,6,0,0,0,1.701492537,19,11.16666667,0,0,0,0.8615,0.1385,136,Glycerolipids
LMGL03012235,986.830242,65,110,6,0,0,0,1.692307692,18.33333333,10.83333333,0,0,0,0.8302,0.1698,172,Glycerolipids
LMGL02010462,604.506676,38,68,5,0,0,0,1.789473684,13.6,7.6,0,0,0,0.5067,0.4933,816,Glycerolipids
LMGL03010748,904.751992,59,100,6,0,0,0,1.694915254,16.66666667,9.833333333,0,0,0,0.752,0.248,274,Glycerolipids
LMGL03011341,974.924142,63,122,6,0,0,0,1.936507937,20.33333333,10.5,0,0,0,0.9241,0.0759,78,Glycerolipids
LMGL02010082,650.584926,41,78,5,0,0,0,1.902439024,15.6,8.2,0,0,0,0.5849,0.4151,638,Glycerolipids
LMGL03010375,880.751992,57,100,6,0,0,0,1.754385965,16.66666667,9.5,0,0,0,0.752,0.248,282,Glycerolipids
LMGL03011944,972.814592,64,108,6,0,0,0,1.6875,18,10.66666667,0,0,0,0.8146,0.1854,191,Glycerolipids
LMGL03013515,850.705042,55,94,6,0,0,0,1.709090909,15.66666667,9.166666667,0,0,0,0.705,0.295,347,Glycerolipids
LMGL02010214,668.537976,43,72,5,0,0,0,1.674418605,14.4,8.6,0,0,0,0.538,0.462,691,Glycerolipids
LMGL03016082,888.720692,58,96,6,0,0,0,1.655172414,16,9.666666667,0,0,0,0.7207,0.2793,314,Glycerolipids
LMGL03016627,950.736342,63,98,6,0,0,0,1.555555556,16.33333333,10.5,0,0,0,0.7363,0.2637,277,Glycerolipids
LMGL03015889,962.830242,63,110,6,0,0,0,1.746031746,18.33333333,10.5,0,0,0,0.8302,0.1698,176,Glycerolipids
LMGL03015304,926.830242,60,110,6,0,0,0,1.833333333,18.33333333,10,0,0,0,0.8302,0.1698,183,Glycerolipids
LMGL03014629,788.689392,50,92,6,0,0,0,1.84,15.33333333,8.333333333,0,0,0,0.6894,0.3106,394,Glycerolipids
LMGL03011949,952.751992,63,100,6,0,0,0,1.587301587,16.66666667,10.5,0,0,0,0.752,0.248,260,Glycerolipids
LMGL03012915,896.783292,58,104,6,0,0,0,1.793103448,17.33333333,9.666666667,0,0,0,0.7833,0.2167,242,Glycerolipids
LMGL03012111,1008.908492,66,120,6,0,0,0,1.818181818,20,11,0,0,0,0.9085,0.0915,91,Glycerolipids
LMGL03012541,1002.767642,67,102,6,0,0,0,1.52238806,17,11.16666667,0,0,0,0.7676,0.2324,232,Glycerolipids
LMGL03010220,886.798942,57,106,6,0,0,0,1.859649123,17.66666667,9.5,0,0,0,0.7989,0.2011,227,Glycerolipids
LMGL03014903,876.720692,57,96,6,0,0,0,1.684210526,16,9.5,0,0,0,0.7207,0.2793,319,Glycerolipids
LMGL03012712,770.642442,49,86,6,0,0,0,1.755102041,14.33333333,8.166666667,0,0,0,0.6424,0.3576,464,Glycerolipids
LMGL00000124,646.626396,43,82,3,0,0,0,1.906976744,27.33333333,14.33333333,0,0,0,0.6264,0.3736,578,Glycerolipids
LMGL03015174,866.736342,56,98,6,0,0,0,1.75,16.33333333,9.333333333,0,0,0,0.7363,0.2637,304,Glycerolipids
LMGL03010498,874.705042,57,94,6,0,0,0,1.649122807,15.66666667,9.5,0,0,0,0.705,0.295,337,Glycerolipids
LMGL03015350,946.798942,62,106,6,0,0,0,1.709677419,17.66666667,10.33333333,0,0,0,0.7989,0.2011,212,Glycerolipids
LMGL03010272,884.783292,57,104,6,0,0,0,1.824561404,17.33333333,9.5,0,0,0,0.7833,0.2167,245,Glycerolipids
LMGL03013139,950.830242,62,110,6,0,0,0,1.774193548,18.33333333,10.33333333,0,0,0,0.8302,0.1698,179,Glycerolipids
LMGL03014619,830.736342,53,98,6,0,0,0,1.849056604,16.33333333,8.833333333,0,0,0,0.7363,0.2637,317,Glycerolipids
LMGL03011371,948.814592,62,108,6,0,0,0,1.741935484,18,10.33333333,0,0,0,0.8146,0.1854,195,Glycerolipids
LMGL03014165,820.658092,53,88,6,0,0,0,1.660377358,14.66666667,8.833333333,0,0,0,0.6581,0.3419,417,Glycerolipids
LMGL03014500,914.830242,59,110,6,0,0,0,1.86440678,18.33333333,9.833333333,0,0,0,0.8302,0.1698,186,Glycerolipids
LMGL03014909,906.767642,59,102,6,0,0,0,1.728813559,17,9.833333333,0,0,0,0.7676,0.2324,256,Glycerolipids
LMGL03010414,900.814592,58,108,6,0,0,0,1.862068966,18,9.666666667,0,0,0,0.8146,0.1854,206,Glycerolipids
LMGL03012986,846.673742,55,90,6,0,0,0,1.636363636,15,9.166666667,0,0,0,0.6737,0.3263,385,Glycerolipids
LMGL03016477,950.736342,63,98,6,0,0,0,1.555555556,16.33333333,10.5,0,0,0,0.7363,0.2637,277,Glycerolipids
LMGL03014454,874.798942,56,106,6,0,0,0,1.892857143,17.66666667,9.333333333,0,0,0,0.7989,0.2011,230,Glycerolipids
LMGL03016847,1012.845892,67,112,6,0,0,0,1.671641791,18.66666667,11.16666667,0,0,0,0.8459,0.1541,152,Glycerolipids
LMGL03011574,1000.939792,65,124,6,0,0,0,1.907692308,20.66666667,10.83333333,0,0,0,0.9398,0.0602,60,Glycerolipids
LMGL03010016,926.735716,61,98,6,0,0,0,1.606557377,16.33333333,10.16666667,0,0,0,0.7672,0.2328,250,Glycerolipids
LMGL03012073,986.830242,65,110,6,0,0,0,1.692307692,18.33333333,10.83333333,0,0,0,0.8302,0.1698,172,Glycerolipids
LMGL03011964,958.798942,63,106,6,0,0,0,1.682539683,17.66666667,10.5,0,0,0,0.7989,0.2011,210,Glycerolipids
LMGL03011457,946.798942,62,106,6,0,0,0,1.709677419,17.66666667,10.33333333,0,0,0,0.7989,0.2011,212,Glycerolipids
LMGL03013861,786.673742,50,90,6,0,0,0,1.8,15,8.333333333,0,0,0,0.6737,0.3263,415,Glycerolipids
LMGL03013512,856.751992,55,100,6,0,0,0,1.818181818,16.66666667,9.166666667,0,0,0,0.752,0.248,289,Glycerolipids
LMGL03012540,1002.767642,67,102,6,0,0,0,1.52238806,17,11.16666667,0,0,0,0.7676,0.2324,232,Glycerolipids
LMGL03013612,882.767642,57,102,6,0,0,0,1.789473684,17,9.5,0,0,0,0.7676,0.2324,263,Glycerolipids
LMGL03016091,912.720692,60,96,6,0,0,0,1.6,16,10,0,0,0,0.7207,0.2793,306,Glycerolipids
LMGL02010080,634.553626,40,74,5,0,0,0,1.85,14.8,8,0,0,0,0.5536,0.4464,703,Glycerolipids
LMGL03016836,1012.845892,67,112,6,0,0,0,1.671641791,18.66666667,11.16666667,0,0,0,0.8459,0.1541,152,Glycerolipids
LMGL03014484,882.767642,57,102,6,0,0,0,1.789473684,17,9.5,0,0,0,0.7676,0.2324,263,Glycerolipids
LMGL03012971,886.705042,58,94,6,0,0,0,1.620689655,15.66666667,9.666666667,0,0,0,0.705,0.295,333,Glycerolipids
LMGL03016512,900.720692,59,96,6,0,0,0,1.627118644,16,9.833333333,0,0,0,0.7207,0.2793,310,Glycerolipids
LMGL03012506,1008.814592,67,108,6,0,0,0,1.611940299,18,11.16666667,0,0,0,0.8146,0.1854,184,Glycerolipids
LMGL03015294,928.845892,60,112,6,0,0,0,1.866666667,18.66666667,10,0,0,0,0.8459,0.1541,166,Glycerolipids
LMGL03014621,842.736342,54,98,6,0,0,0,1.814814815,16.33333333,9,0,0,0,0.7363,0.2637,313,Glycerolipids
LMGL03010520,912.814592,59,108,6,0,0,0,1.830508475,18,9.833333333,0,0,0,0.8146,0.1854,203,Glycerolipids
LMGL03016340,942.767642,62,102,6,0,0,0,1.64516129,17,10.33333333,0,0,0,0.7676,0.2324,247,Glycerolipids
LMGL03013150,990.767642,66,102,6,0,0,0,1.545454545,17,11,0,0,0,0.7676,0.2324,235,Glycerolipids
LMGL03014125,920.783292,60,104,6,0,0,0,1.733333333,17.33333333,10,0,0,0,0.7833,0.2167,235,Glycerolipids
LMGL03016064,864.720692,56,96,6,0,0,0,1.714285714,16,9.333333333,0,0,0,0.7207,0.2793,323,Glycerolipids
LMGL03015529,898.798942,58,106,6,0,0,0,1.827586207,17.66666667,9.666666667,0,0,0,0.7989,0.2011,224,Glycerolipids
LMGL03015462,856.751992,55,100,6,0,0,0,1.818181818,16.66666667,9.166666667,0,0,0,0.752,0.248,289,Glycerolipids
LMGL02010543,684.569276,44,76,5,0,0,0,1.727272727,15.2,8.8,0,0,0,0.5693,0.4307,629,Glycerolipids
LMGL02010211,706.647527,45,86,5,0,0,0,1.911111111,17.2,9,0,0,0,0.6475,0.3525,499,Glycerolipids
LMGL03010542,912.814592,59,108,6,0,0,0,1.830508475,18,9.833333333,0,0,0,0.8146,0.1854,203,Glycerolipids
LMGL02010190,694.647527,44,86,5,0,0,0,1.954545455,17.2,8.8,0,0,0,0.6475,0.3525,507,Glycerolipids
LMGL03012403,1012.845892,67,112,6,0,0,0,1.671641791,18.66666667,11.16666667,0,0,0,0.8459,0.1541,152,Glycerolipids
LMGL03016801,1022.924142,67,122,6,0,0,0,1.820895522,20.33333333,11.16666667,0,0,0,0.9241,0.0759,74,Glycerolipids
LMGL02010314,680.631251,43,84,5,0,0,0,1.953488372,16.8,8.6,0,0,0,0.6628,0.3372,492,Glycerolipids
LMGL03014578,790.705042,50,94,6,0,0,0,1.88,15.66666667,8.333333333,0,0,0,0.705,0.295,373,Glycerolipids
LMGL03016399,948.814592,62,108,6,0,0,0,1.741935484,18,10.33333333,0,0,0,0.8146,0.1854,195,Glycerolipids
LMGL03014571,924.720692,61,96,6,0,0,0,1.573770492,16,10.16666667,0,0,0,0.7207,0.2793,302,Glycerolipids
LMGL03015438,844.751992,54,100,6,0,0,0,1.851851852,16.66666667,9,0,0,0,0.752,0.248,294,Glycerolipids
LMGL03012974,958.892842,62,118,6,0,0,0,1.903225806,19.66666667,10.33333333,0,0,0,0.8928,0.1072,112,Glycerolipids
LMGL03010186,852.720692,55,96,6,0,0,0,1.745454545,16,9.166666667,0,0,0,0.7207,0.2793,328,Glycerolipids
LMGL03016038,908.783292,59,104,6,0,0,0,1.762711864,17.33333333,9.833333333,0,0,0,0.7833,0.2167,238,Glycerolipids
LMGL03013825,814.705042,52,94,6,0,0,0,1.807692308,15.66666667,8.666666667,0,0,0,0.705,0.295,362,Glycerolipids
LMGL03012090,970.798942,64,106,6,0,0,0,1.65625,17.66666667,10.66666667,0,0,0,0.7989,0.2011,207,Glycerolipids
LMGL03015699,944.783292,62,104,6,0,0,0,1.677419355,17.33333333,10.33333333,0,0,0,0.7833,0.2167,229,Glycerolipids
LMGL03016528,920.783292,60,104,6,0,0,0,1.733333333,17.33333333,10,0,0,0,0.7833,0.2167,235,Glycerolipids
LMGL03012347,1018.892842,67,118,6,0,0,0,1.76119403,19.66666667,11.16666667,0,0,0,0.8928,0.1072,105,Glycerolipids
LMGL03013665,902.736342,59,98,6,0,0,0,1.661016949,16.33333333,9.833333333,0,0,0,0.7363,0.2637,292,Glycerolipids
LMGL03010222,866.736342,56,98,6,0,0,0,1.75,16.33333333,9.333333333,0,0,0,0.7363,0.2637,304,Glycerolipids
LMGL02010088,632.537976,40,72,5,0,0,0,1.8,14.4,8,0,0,0,0.538,0.462,730,Glycerolipids
LMGL03014432,878.736342,57,98,6,0,0,0,1.719298246,16.33333333,9.5,0,0,0,0.7363,0.2637,300,Glycerolipids
LMGL03014272,804.720692,51,96,6,0,0,0,1.882352941,16,8.5,0,0,0,0.7207,0.2793,347,Glycerolipids
LMGL03012447,1008.814592,67,108,6,0,0,0,1.611940299,18,11.16666667,0,0,0,0.8146,0.1854,184,Glycerolipids
LMGL03016652,968.783292,64,104,6,0,0,0,1.625,17.33333333,10.66666667,0,0,0,0.7833,0.2167,224,Glycerolipids
LMGL03016136,978.861542,64,114,6,0,0,0,1.78125,19,10.66666667,0,0,0,0.8615,0.1385,141,Glycerolipids
LMGL02030030,634.532496,43,70,3,0,0,0,1.627906977,23.33333333,14.33333333,0,0,0,0.5325,0.4675,737,Glycerolipids
LMGL03012689,898.705042,59,94,6,0,0,0,1.593220339,15.66666667,9.833333333,0,0,0,0.705,0.295,328,Glycerolipids
LMGL02010064,616.506676,39,68,5,0,0,0,1.743589744,13.6,7.8,0,0,0,0.5067,0.4933,800,Glycerolipids
LMGL03013281,792.720692,50,96,6,0,0,0,1.92,16,8.333333333,0,0,0,0.7207,0.2793,352,Glycerolipids
LMGL03015327,910.705042,60,94,6,0,0,0,1.566666667,15.66666667,10,0,0,0,0.705,0.295,324,Glycerolipids
LMGL03014587,816.720692,52,96,6,0,0,0,1.846153846,16,8.666666667,0,0,0,0.7207,0.2793,342,Glycerolipids
LMGL02010268,692.537976,45,72,5,0,0,0,1.6,14.4,9,0,0,0,0.538,0.462,667,Glycerolipids
LMGL03012864,944.877192,61,116,6,0,0,0,1.901639344,19.33333333,10.16666667,0,0,0,0.8772,0.1228,130,Glycerolipids
LMGL03012869,924.720692,61,96,6,0,0,0,1.573770492,16,10.16666667,0,0,0,0.7207,0.2793,302,Glycerolipids
LMGL03014575,776.689392,49,92,6,0,0,0,1.87755102,15.33333333,8.166666667,0,0,0,0.6894,0.3106,400,Glycerolipids
LMGL03016804,1016.877192,67,116,6,0,0,0,1.731343284,19.33333333,11.16666667,0,0,0,0.8772,0.1228,121,Glycerolipids
LMGL03013570,840.720692,54,96,6,0,0,0,1.777777778,16,9,0,0,0,0.7207,0.2793,332,Glycerolipids
LMGL03013465,796.658092,51,88,6,0,0,0,1.725490196,14.66666667,8.5,0,0,0,0.6581,0.3419,429,Glycerolipids
LMGL03016014,860.689392,56,92,6,0,0,0,1.642857143,15.33333333,9.333333333,0,0,0,0.6894,0.3106,361,Glycerolipids
LMGL03016459,956.783292,63,104,6,0,0,0,1.650793651,17.33333333,10.5,0,0,0,0.7833,0.2167,226,Glycerolipids
LMGL03016244,908.783292,59,104,6,0,0,0,1.762711864,17.33333333,9.833333333,0,0,0,0.7833,0.2167,238,Glycerolipids
LMGL03011230,914.736342,60,98,6,0,0,0,1.633333333,16.33333333,10,0,0,0,0.7363,0.2637,288,Glycerolipids
LMGL03015120,882.767642,57,102,6,0,0,0,1.789473684,17,9.5,0,0,0,0.7676,0.2324,263,Glycerolipids
LMGL03011407,972.908492,63,120,6,0,0,0,1.904761905,20,10.5,0,0,0,0.9085,0.0915,94,Glycerolipids
LMGL03015081,832.751992,53,100,6,0,0,0,1.886792453,16.66666667,8.833333333,0,0,0,0.752,0.248,298,Glycerolipids
LMGL03011362,950.830242,62,110,6,0,0,0,1.774193548,18.33333333,10.33333333,0,0,0,0.8302,0.1698,179,Glycerolipids
LMGL03015487,866.736342,56,98,6,0,0,0,1.75,16.33333333,9.333333333,0,0,0,0.7363,0.2637,304,Glycerolipids
LMGL03012957,814.705042,52,94,6,0,0,0,1.807692308,15.66666667,8.666666667,0,0,0,0.705,0.295,362,Glycerolipids
LMGL03011868,976.845892,64,112,6,0,0,0,1.75,18.66666667,10.66666667,0,0,0,0.8459,0.1541,158,Glycerolipids
LMGL03014847,846.673742,55,90,6,0,0,0,1.636363636,15,9.166666667,0,0,0,0.6737,0.3263,385,Glycerolipids
LMGL02010351,588.475376,37,64,5,0,0,0,1.72972973,12.8,7.4,0,0,0,0.4754,0.4754,808,Glycerolipids
LMGL03015945,920.783292,60,104,6,0,0,0,1.733333333,17.33333333,10,0,0,0,0.7833,0.2167,235,Glycerolipids
LMGL03010090,858.767642,55,102,6,0,0,0,1.854545455,17,9.166666667,0,0,0,0.7676,0.2324,271,Glycerolipids
LMGL03014602,774.673742,49,90,6,0,0,0,1.836734694,15,8.166666667,0,0,0,0.6737,0.3263,421,Glycerolipids
LMGL03014739,856.751992,55,100,6,0,0,0,1.818181818,16.66666667,9.166666667,0,0,0,0.752,0.248,289,Glycerolipids
LMGL03014356,888.814592,57,108,6,0,0,0,1.894736842,18,9.5,0,0,0,0.8146,0.1854,209,Glycerolipids
LMGL03011700,954.767642,63,102,6,0,0,0,1.619047619,17,10.5,0,0,0,0.7676,0.2324,243,Glycerolipids
LMGL03016353,984.814592,65,108,6,0,0,0,1.661538462,18,10.83333333,0,0,0,0.8146,0.1854,188,Glycerolipids
LMGL03010870,900.720692,59,96,6,0,0,0,1.627118644,16,9.833333333,0,0,0,0.7207,0.2793,310,Glycerolipids
LMGL03012545,1044.908492,69,120,6,0,0,0,1.739130435,20,11.5,0,0,0,0.9085,0.0915,88,Glycerolipids
LMGL03010319,862.705042,56,94,6,0,0,0,1.678571429,15.66666667,9.333333333,0,0,0,0.705,0.295,342,Glycerolipids
LMGL03016625,954.767642,63,102,6,0,0,0,1.619047619,17,10.5,0,0,0,0.7676,0.2324,243,Glycerolipids
LMGL03013347,762.673742,48,90,6,0,0,0,1.875,15,8,0,0,0,0.6737,0.3263,428,Glycerolipids
LMGL03013582,858.767642,55,102,6,0,0,0,1.854545455,17,9.166666667,0,0,0,0.7676,0.2324,271,Glycerolipids
LMGL03013891,814.705042,52,94,6,0,0,0,1.807692308,15.66666667,8.666666667,0,0,0,0.705,0.295,362,Glycerolipids
LMGL03014317,864.720692,56,96,6,0,0,0,1.714285714,16,9.333333333,0,0,0,0.7207,0.2793,323,Glycerolipids
LMGL03011142,916.751992,60,100,6,0,0,0,1.666666667,16.66666667,10,0,0,0,0.752,0.248,271,Glycerolipids
LMGL03013183,722.642442,45,86,6,0,0,0,1.911111111,14.33333333,7.5,0,0,0,0.6424,0.3576,495,Glycerolipids
LMGL03014524,904.751992,59,100,6,0,0,0,1.694915254,16.66666667,9.833333333,0,0,0,0.752,0.248,274,Glycerolipids
LMGL03014239,848.783292,54,104,6,0,0,0,1.925925926,17.33333333,9,0,0,0,0.7833,0.2167,255,Glycerolipids
LMGL03012564,1042.892842,69,118,6,0,0,0,1.710144928,19.66666667,11.5,0,0,0,0.8928,0.1072,103,Glycerolipids
LMGL03014251,802.705042,51,94,6,0,0,0,1.843137255,15.66666667,8.5,0,0,0,0.705,0.295,368,Glycerolipids
LMGL03015570,884.689392,58,92,6,0,0,0,1.586206897,15.33333333,9.666666667,0,0,0,0.6894,0.3106,351,Glycerolipids
LMGL03010295,884.783292,57,104,6,0,0,0,1.824561404,17.33333333,9.5,0,0,0,0.7833,0.2167,245,Glycerolipids
LMGL03010129,858.767642,55,102,6,0,0,0,1.854545455,17,9.166666667,0,0,0,0.7676,0.2324,271,Glycerolipids
LMGL03016709,984.908492,64,120,6,0,0,0,1.875,20,10.66666667,0,0,0,0.9085,0.0915,93,Glycerolipids
LMGL03015317,916.751992,60,100,6,0,0,0,1.666666667,16.66666667,10,0,0,0,0.752,0.248,271,Glycerolipids
LMGL02010177,670.553626,43,74,5,0,0,0,1.720930233,14.8,8.6,0,0,0,0.5536,0.4464,666,Glycerolipids
LMGL03016461,952.751992,63,100,6,0,0,0,1.587301587,16.66666667,10.5,0,0,0,0.752,0.248,260,Glycerolipids
LMGL03016286,986.830242,65,110,6,0,0,0,1.692307692,18.33333333,10.83333333,0,0,0,0.8302,0.1698,172,Glycerolipids
LMGL03013141,942.767642,62,102,6,0,0,0,1.64516129,17,10.33333333,0,0,0,0.7676,0.2324,247,Glycerolipids
LMGL03010551,910.798942,59,106,6,0,0,0,1.796610169,17.66666667,9.833333333,0,0,0,0.7989,0.2011,221,Glycerolipids
LMGL03010289,862.705042,56,94,6,0,0,0,1.678571429,15.66666667,9.333333333,0,0,0,0.705,0.295,342,Glycerolipids
LMGL03014016,856.658092,56,88,6,0,0,0,1.571428571,14.66666667,9.333333333,0,0,0,0.6581,0.3419,399,Glycerolipids
LMGL03015914,862.705042,56,94,6,0,0,0,1.678571429,15.66666667,9.333333333,0,0,0,0.705,0.295,342,Glycerolipids
LMGL02010313,652.599951,41,80,5,0,0,0,1.951219512,16,8.2,0,0,0,0.6315,0.3685,560,Glycerolipids
LMGL03012883,820.751992,52,100,6,0,0,0,1.923076923,16.66666667,8.666666667,0,0,0,0.752,0.248,302,Glycerolipids
LMGL03011388,930.767642,61,102,6,0,0,0,1.672131148,17,10.16666667,0,0,0,0.7676,0.2324,250,Glycerolipids
LMGL03016073,880.751992,57,100,6,0,0,0,1.754385965,16.66666667,9.5,0,0,0,0.752,0.248,282,Glycerolipids
LMGL03014303,832.751992,53,100,6,0,0,0,1.886792453,16.66666667,8.833333333,0,0,0,0.752,0.248,298,Glycerolipids
LMGL03015403,866.736342,56,98,6,0,0,0,1.75,16.33333333,9.333333333,0,0,0,0.7363,0.2637,304,Glycerolipids
LMGL03011972,952.751992,63,100,6,0,0,0,1.587301587,16.66666667,10.5,0,0,0,0.752,0.248,260,Glycerolipids
LMGL03015575,862.705042,56,94,6,0,0,0,1.678571429,15.66666667,9.333333333,0,0,0,0.705,0.295,342,Glycerolipids
LMGL03015392,828.720692,53,96,6,0,0,0,1.811320755,16,8.833333333,0,0,0,0.7207,0.2793,337,Glycerolipids
LMGL03011234,966.861542,63,114,6,0,0,0,1.80952381,19,10.5,0,0,0,0.8615,0.1385,143,Glycerolipids
LMGL03011544,926.736342,61,98,6,0,0,0,1.606557377,16.33333333,10.16666667,0,0,0,0.7363,0.2637,285,Glycerolipids
LMGL03011803,984.908492,64,120,6,0,0,0,1.875,20,10.66666667,0,0,0,0.9085,0.0915,93,Glycerolipids
LMGL03013648,896.783292,58,104,6,0,0,0,1.793103448,17.33333333,9.666666667,0,0,0,0.7833,0.2167,242,Glycerolipids
LMGL03014497,878.736342,57,98,6,0,0,0,1.719298246,16.33333333,9.5,0,0,0,0.7363,0.2637,300,Glycerolipids
LMGL03012320,980.783292,65,104,6,0,0,0,1.6,17.33333333,10.83333333,0,0,0,0.7833,0.2167,221,Glycerolipids
LMGL03010402,876.720692,57,96,6,0,0,0,1.684210526,16,9.5,0,0,0,0.7207,0.2793,319,Glycerolipids
LMGL03012611,1022.736342,69,98,6,0,0,0,1.420289855,16.33333333,11.5,0,0,0,0.7363,0.2637,258,Glycerolipids
LMGL03016345,960.814592,63,108,6,0,0,0,1.714285714,18,10.5,0,0,0,0.8146,0.1854,193,Glycerolipids
